EMG1,EMG2
-1.1446033568063285e-05,5.823828814754961e-06
-1.528161192254629e-05,5.225946097198175e-06
-1.4484971870842855e-05,7.236507826746674e-06
-1.6620389942545444e-05,4.334082859713817e-06
,3.931019364245003e-06
,-4.7532657276860846e-07
,-2.1977891719870968e-06
,-4.75419756185147e-06
,-3.246512960686232e-06
,-1.9255148799857125e-06
,-3.0729841000720626e-06
,-3.3335415992041817e-06
-1.2348542441031896e-05,
-9.504936315352097e-06,
-2.942455466836691e-06,
1.4452525647357106e-06,
6.932359610800631e-06,
1.035020159179112e-05,
9.531360774417408e-06,
1.464464276068611e-05,
1.154792607849231e-05,-1.6973958736343775e-06
9.218323612003587e-06,-1.3525011581805302e-06
7.167740022850921e-06,2.5380354600201827e-06
-1.7945206991498708e-06,9.956178246284253e-07
-1.0689333066693507e-05,5.4019228628021665e-06
-1.3913782822783105e-05,3.5768680390901864e-06
-1.677460386417806e-05,3.045988250960363e-06
-1.366716060147155e-05,3.472618573141517e-06
-1.0848032616195269e-05,-3.1424956432601903e-06
-8.311412784678396e-06,-2.1459795789269265e-06
-4.628160695574479e-06,-1.2439232932592859e-06
2.55988993558276e-06,1.1476986401248723e-06
-3.2582190101493325e-07,4.1891280488925986e-07
2.2906078811502084e-06,-1.486544647377741e-06
1.4132479009276722e-05,-9.11481151888438e-07
8.868892109603621e-06,-4.237627990733017e-07
1.3340527402760927e-05,-1.84341081421735e-06
1.181373681902187e-05,3.2008168204811227e-07
2.7042251531383954e-06,-1.6647155689497595e-06
1.5593490161336376e-06,1.0036458064632825e-07
-7.970781553012785e-06,3.110522811766714e-06
-9.13679014047375e-06,8.301961315737572e-06
-1.4808239029662218e-05,4.629479008144699e-06
-1.3592390132544097e-05,5.205915840633679e-06
-1.0569766345724929e-05,3.3970338790823007e-06
-9.568428140482865e-06,1.8486684894014616e-06
-3.900438969139941e-06,1.3504493381333305e-06
-1.7119361928052967e-06,3.476441406746744e-06
2.830990979418857e-06,-2.5948402253561653e-06
1.0495811693544965e-05,-1.6917288121476304e-06
1.1406964404159226e-05,-7.2281036409549415e-06
1.6040099581005052e-05,-6.431551810237579e-06
1.4986589121690486e-05,-1.8340801943850238e-06
1.8790051399264485e-05,-1.257904614249128e-06
1.0642625056789257e-05,2.6469720637578575e-07
7.4296031016274355e-06,2.7238095299253473e-06
6.777293037885102e-07,1.4236668448575074e-06
-5.4461738727695774e-06,2.60008528130129e-06
-1.2539037015812937e-05,6.545044016093016e-06
-1.717574559734203e-05,2.8219189971423475e-06
-1.0879947694775183e-05,1.3624757002617116e-06
-1.1563652151380666e-05,-7.971833042574872e-07
-3.498775413390831e-06,1.9926940240111435e-06
-6.563851911778329e-06,-4.913862881039677e-07
-5.544901796383783e-06,-4.858844476984814e-06
4.129512944928138e-06,-1.8695396875045844e-06
7.906007340352517e-06,-6.701633992634015e-06
1.124933532992145e-05,-6.001037490932504e-06
1.0108346941706259e-05,-4.194288976577809e-06
1.2876219443569425e-05,-3.677514541777782e-06
1.3630837202072144e-05,-4.1203934415534604e-06
4.9929558372241445e-06,-4.718628133559832e-06
2.5604956590541406e-06,-1.6522427586096455e-06
3.890489210789383e-07,4.409475877764635e-06
-9.401369425177108e-06,6.995507646934129e-06
-1.9105134924757294e-05,7.728795935690869e-06
-1.7662765458226204e-05,6.944169399503153e-06
-1.4085568182053976e-05,-2.7961334581050323e-07
-1.9216260625398718e-05,6.779411592106044e-07
-1.618501846678555e-05,-1.95468987840286e-06
-8.16574083728483e-06,4.501813180013414e-07
-2.842193225660594e-06,-4.569145858113188e-06
7.770755473757163e-06,7.421117498296326e-09
9.059584044734947e-06,-5.327357939677313e-06
1.5434592569363303e-05,-1.0299905625288375e-05
1.6422951375716366e-05,-1.0852549166884273e-05
1.5254124264174607e-05,-4.233921572449617e-06
1.2263914868526626e-05,1.8065600215777522e-07
9.537373443890829e-06,4.161681317782495e-06
5.478954335558228e-06,4.845542207476683e-06
-1.0962687611026922e-06,2.8955598736501997e-06
-1.0727104381658137e-05,8.210457963286899e-06
-1.7097165255108848e-05,7.4297877290518954e-06
-1.353966126771411e-05,6.735242095601279e-06
-1.240048004547134e-05,8.436762072960846e-06
-7.525528417318128e-06,2.4762698558333796e-06
-3.0861026516504353e-06,1.6607705219939817e-06
-2.266146339024999e-06,3.800075091930921e-06
-9.754095486869119e-08,-7.708026714681182e-07
5.8010768952954095e-06,-2.5185647700709524e-06
9.744018825585954e-06,-5.130468707648106e-06
1.3260355444799643e-05,-6.29535463758657e-07
1.5078096112119965e-05,-6.70075053221808e-08
1.3216594197729137e-05,-1.5811755247341353e-06
1.2644525668292772e-05,-1.0916273822658695e-06
7.134089628380025e-06,1.0686704854379059e-06
5.463185743792565e-07,2.2571512090507895e-06
-5.597006293101003e-06,1.2049318911522278e-06
-1.592434819031041e-05,6.220116574695567e-06
-1.7170887076645158e-05,4.024484042020049e-06
-1.577815055497922e-05,4.635071491065901e-06
-1.2242324373801239e-05,4.5679308868784574e-07
-9.049798791238572e-06,3.0855719614919508e-06
-4.204077868052991e-06,1.6293849967041751e-06
2.105641243588252e-07,-3.2467667097080266e-06
-5.884563165636791e-07,-3.863514393742662e-06
3.0049041015445255e-06,-4.396631084091496e-06
1.0164725608774461e-05,-4.846704086958198e-06
1.1056431503675412e-05,-5.294077709550038e-06
1.7128390027210116e-05,-7.414122137561208e-06
9.839061931415927e-06,-2.101396376019693e-06
8.819387403491419e-06,1.5021651051938534e-06
3.3384180824214127e-06,2.7693051833921345e-06
-2.8262711566640064e-06,3.390317033336032e-06
-6.7983692133566365e-06,3.927810666937148e-06
-1.6172345567611046e-05,7.574185929115629e-06
-1.734991565172095e-05,1.0639870424711262e-06
-1.3812630641041324e-05,5.446618615678744e-06
-1.0616518011374865e-05,-1.7275070263167436e-07
-7.67947221902432e-06,5.4656339898429e-07
-4.999726115784142e-06,-2.728959316300461e-06
6.170015467432677e-07,-9.257448255084455e-06
8.59501597005874e-06,-4.81275537822512e-06
9.582109669281635e-06,-5.582639460044447e-06
1.431540567864431e-05,-4.83159237774089e-06
1.5110251297301147e-05,-1.5306798104575137e-06
1.2628079275600612e-05,-2.080625336020603e-06
8.963141226558946e-06,1.6035260159696918e-06
5.63877210879582e-06,1.5737013825400936e-07
2.57752589050142e-07,4.148253083258169e-06
-6.290430064836983e-06,4.603844899975229e-06
-1.9428800442256033e-05,6.0151132856844924e-06
-2.1156653019716032e-05,2.9474676921381615e-06
-1.9362358216312714e-05,2.5318652205896797e-06
-1.1510112926771399e-05,4.274535513104638e-06
-7.2946399995998945e-06,-7.795377996444586e-07
-5.977130967949051e-06,1.3807527921017027e-06
2.2006022390996804e-06,7.344053187807731e-07
7.459318112523761e-06,-3.4221666282974184e-06
1.0294177627656609e-05,-2.9246077701827744e-06
1.2874585991085041e-05,-2.429793767078081e-06
1.2007456462015398e-05,-5.451726337923901e-06
1.410033382853726e-05,-9.503331739324494e-07
1.3387168110057246e-05,-3.862470521198702e-07
1.1559907761693466e-05,-8.634531809548207e-07
4.470825842872728e-06,-1.338197648692585e-06
1.5721350337116746e-06,2.662522547325352e-06
-4.586565410136245e-06,3.128066055069212e-06
-1.334984517598059e-05,4.549864115688251e-06
-1.6716663594706915e-05,6.683467290713452e-06
-1.9747290934901685e-05,3.8535949897777755e-06
-1.2937111932842527e-05,1.3576595847553108e-06
-8.478245945298113e-06,3.02849116451398e-06
-4.441340934135951e-06,2.9707825888181105e-07
-8.240915576607222e-07,-2.9799834919685964e-06
3.733960738827591e-06,-3.3647024793026503e-06
7.870170520618558e-06,-4.5465708353731316e-06
1.1506906048452947e-05,-4.843876467930386e-06
1.6883981516002677e-05,-1.7840446844274993e-06
1.608290222065989e-05,-1.3758743762082304e-06
1.2729149602819234e-05,-2.407977717666654e-06
8.512852218700573e-06,6.400175038834277e-07
2.5589608867448987e-06,1.0364925628891797e-06
-4.245523996360134e-06,4.721911182059557e-07
-9.819187653192785e-06,5.903915734961629e-06
-1.1930522305192426e-05,5.076936758996453e-06
-1.5151016668824013e-05,2.895402076319442e-06
-1.8037129848380573e-05,3.5212051443522796e-06
-1.5315932614612393e-05,-1.8496986058380571e-06
-7.812463081791066e-06,3.1670555245000287e-07
-2.501626113371458e-06,-3.241277966026246e-07
-9.20371985557722e-06,-2.0809561647183727e-06
-4.76581180919311e-06,-2.551004627093789e-06
7.244869266287424e-06,-2.059848384305951e-06
1.232750673807459e-05,-8.684588465257548e-06
1.0753306014521513e-05,-1.1522950444486924e-05
1.206392244057497e-05,-5.316538135957671e-06
1.328899907093728e-05,-4.49347044195747e-06
1.2110848729207646e-05,-2.3152572339313338e-06
4.703104877989972e-06,3.61028605766478e-06
-4.030860054626828e-06,7.591283974761609e-06
-7.4505833254079334e-06,5.399619112722576e-06
-1.0535752153373323e-05,4.7365115278807934e-06
-1.1449255907791667e-05,7.673796062590554e-06
-1.0520306204853114e-05,5.002419129596092e-06
-6.477677288785344e-06,5.460531156131765e-06
-4.291302957426524e-06,1.4397375025509973e-06
2.8410704544512555e-07,-3.443280547799077e-06
4.440302745933877e-06,-2.789027803373756e-06
1.0337901585444342e-05,-3.336870577186346e-06
1.1093810826423578e-05,-3.8025084450055147e-06
1.3205965842644218e-05,-5.225710538070416e-06
1.3790358025289606e-05,-3.9245528569153976e-06
1.4292598280007951e-05,-2.708842885112972e-06
1.159465955424821e-05,5.806995204693521e-07
8.108469046419486e-06,2.7372186650609365e-06
1.4383106190507533e-06,1.526534219919995e-06
-7.283516424649861e-06,4.798747795575764e-06
-1.0692241630749777e-05,5.178981609788025e-06
-1.800559039111249e-05,5.557756139751291e-06
-1.889229315565899e-05,8.172207799361786e-07
-1.617716952750925e-05,2.733157543843845e-06
-8.914966201700736e-06,-2.3668280846322887e-07
-6.000364919600543e-06,-1.7551769815327134e-06
-1.5843187384234625e-06,-1.273426732950611e-06
8.244334139817511e-07,-3.4413037610647734e-06
4.4375624383974355e-06,-5.448597676149802e-06
1.4313448446046095e-05,-2.156635673600249e-06
1.5678406271035783e-05,-3.4413037610647734e-06
1.696307481324766e-05,-3.842762453132309e-06
1.3510530152416322e-05,-1.3537182894651778e-06
8.211274689529091e-06,9.74742306425469e-07
3.3937692478502868e-06,2.419993961666478e-06
4.2769784158736e-06,1.6170765775314067e-06
,4.909038125333609e-06
,8.120708116621245e-06
,4.106120741198538e-06
,1.4564925550075714e-06
,1.1241300335029791e-08
,-1.273426732950611e-06
,-2.477802809153218e-06
,-7.113845299500099e-07
,-5.76976435695542e-06
,-9.382893040310591e-06
,-3.4413037610647734e-06
,-2.6383863769297022e-06
,-4.705089509116078e-07
,-2.397511252638651e-06
,1.7776596905605402e-06
,2.521168767088966e-07
,1.6973676792986225e-06
,6.595164904865669e-06
,5.9528306337597314e-06
-8.409117072005756e-06,5.390788373915711e-06
-1.8847043975256383e-05,3.865245616907487e-06
-1.4671873941551894e-05,3.3834944588306826e-06
-1.3387205399340019e-05,-1.5143018572416622e-06
-7.525908131356118e-06,4.126999897380301e-07
-4.3945301513304e-06,-1.4934227010598988e-07
-7.285033007065067e-06,-1.6748854250181466e-06
2.430268750686082e-06,-1.1931347216886934e-06
3.7149363834032556e-06,-5.207722551858751e-06
1.190469538414618e-05,-3.6821788853558246e-06
1.0860902875720058e-05,-1.1931347216886934e-06
1.3751406186202075e-05,-7.916760864645767e-07
1.4634614672104362e-05,-1.9960521058237646e-06
7.408356850646669e-06,2.0185348148515914e-06
-3.270445404268685e-06,4.668163001042558e-06
-4.6354052756214514e-06,2.1791188373754267e-06
-7.814013542883913e-07,4.346995865489589e-06
-8.971159331849776e-06,6.354289780574618e-06
-1.4270414794737007e-05,2.33970195040456e-06
-1.5233915291901212e-05,2.8214521989866626e-06
-1.2584288015204947e-05,-6.310925186880922e-07
-5.358031103241956e-06,-1.915760549309198e-06
-6.3215320551535115e-06,1.7776596905605402e-06
-3.6719040963362204e-06,-5.6894728004408535e-06
5.160187811270589e-06,-4.645680292014731e-06
8.612733836343978e-06,-1.7551769815327134e-06
1.1744111361622345e-05,-8.719680977264943e-07
1.4634614672104362e-05,-6.905025884407223e-08
1.7284241039305925e-05,-7.916760864645767e-07
1.6481324564665556e-05,-1.4934227010598988e-07
1.1422945135564078e-05,5.230205260886578e-06
4.196687314106384e-06,4.507578978518723e-06
1.3061841173112043e-06,
-4.876280399912503e-06,
-8.89086823008256e-06,
-1.3949247659184039e-05,
-1.724120920698624e-05,
-1.1861662642331794e-05,
-9.693785614217632e-06,
-5.117155524203554e-06,
-2.1463608845806448e-06,
5.96310519540566e-06,
7.0871897150937e-06,
1.2386445632728282e-05,
1.3349946129892487e-05,
1.24667376439902e-05,
1.0057984582090285e-05,
4.9996046982414555e-06,
4.357270427135518e-06,
-2.2266528958425624e-06,
-8.409117072005756e-06,
-1.5795958461239934e-05,8.120708116621245e-06
-1.820471152313985e-05,4.828746114071691e-06
-1.6036834495025687e-05,6.595164904865669e-06
-1.1460203495516907e-05,5.069621238362743e-06
-6.08065693086246e-06,5.732840122618654e-07
-3.912779448000947e-06,-2.397511252638651e-06
-7.204740995803149e-06,-1.915760549309198e-06
1.7879343658933067e-06,-2.397511252638651e-06
8.291566700791009e-06,-9.061725904757623e-06
1.415286442352226e-05,-1.195222921523964e-05
1.5196656931948382e-05,-4.0033460209087934e-06
1.2306153621466365e-05,-2.959553512482671e-06
1.3189363926358055e-05,-6.905025884407223e-08
7.5689399636758026e-06,8.141591365529166e-07
-3.350737188156927e-06,1.6170765775314067e-06
-8.007658834685571e-06,3.784953605645569e-06
,5.71195550946868e-06
,3.9455367186747026e-06
,4.427287876751507e-06
,1.9382437130843755e-06
,6.535751140290813e-07
,1.0550343176873866e-06
,-1.4340103007270955e-06
,-1.1128431651741266e-06
,-8.719680977264943e-07
,-2.2369276848621666e-06
,-5.930347924731905e-06
,-2.2369276848621666e-06
,2.521168767088966e-07
,-1.4934227010598988e-07
,1.8579517018224578e-06
,9.15328541850613e-08
,-2.2963382662055665e-07
,4.266703854227671e-06
,7.558665402029874e-06
,8.120708116621245e-06
,3.222911345801549e-06
,-1.3537182894651778e-06
,-1.915760549309198e-06
,-2.397511252638651e-06
,-1.915760549309198e-06
,-5.930347924731905e-06
,-6.412098628061358e-06
,-6.89384887664346e-06
,-6.492390184575925e-06
,-5.288014108373318e-06
,1.7182486544697895e-07
,9.74742306425469e-07
,1.6973676792986225e-06
,4.989330136595527e-06
,2.0185348148515914e-06
-1.2182829777884763e-05,
-1.6036834495025687e-05,
-1.2584288015204947e-05,
-1.3628081433125772e-05,
-8.810576218820643e-06,
-4.3945301513304e-06,
2.8317269880062668e-06,
5.722230071114609e-06,
1.0138276593352202e-05,
1.2547029655252118e-05,
1.1824403372884262e-05,
1.24667376439902e-05,
1.302877990383422e-05,
1.5678406271035783e-05,
1.2225861610204447e-05,
5.5616469580854755e-06,
-5.117155524203554e-06,
-1.7963835489354096e-05,
-1.9649962268886156e-05,
-1.812441951187793e-05,
-1.3949247659184039e-05,
-7.4456165748415515e-06,
-6.3215320551535115e-06,
-1.0222764785794425e-06,
5.722230071114609e-06,
1.0138276593352202e-05,
1.2547029655252118e-05,
1.6160156519617885e-05,
1.2868195881310385e-05,
1.1101777090516407e-05,
1.0620026841934305e-05,
9.174776096187998e-06,
2.5105607619479997e-06,
-1.0095243851537816e-05,
-1.5233915291901212e-05,
-1.419012278347509e-05,5.551372396439547e-06
-1.5715666449978016e-05,2.90174421024858e-06
-1.4350706805998925e-05,1.4564925550075714e-06
-7.847074812161736e-06,-1.594593413756229e-06
3.4268319382135815e-07,-3.9021739439704106e-07
3.4740612591122044e-06,-2.8792615012207534e-06
8.291566700791009e-06,-1.915760549309198e-06
1.0941194886981975e-05,-3.923054464394227e-06
1.0138276593352202e-05,-6.412098628061358e-06
7.97039956523804e-06,-1.1470478966657538e-05
8.612733836343978e-06,-1.0747852684289683e-05
9.174776096187998e-06,-4.806263405043865e-06
4.2769784158736e-06,-4.0033460209087934e-06
9.850169817582355e-07,1.0550343176873866e-06
-3.1901536203804426e-06,2.982036221510498e-06
-1.1299620382487774e-05,8.361582331417594e-06
-1.475216504331911e-05,1.3419962670013774e-05
-1.1620787518040743e-05,7.478374300262658e-06
-1.0657286111381836e-05,8.281290320155676e-06
-8.007658834685571e-06,7.558665402029874e-06
-5.598906227533007e-06,5.631663498206763e-06
-5.405262299973401e-07,3.865245616907487e-06
-5.117155524203554e-06,2.33970195040456e-06
2.6711438749771332e-06,8.944502383201325e-07
1.2306153621466365e-05,-2.156635673600249e-06
1.6160156519617885e-05,-2.5580943656677846e-06
2.202145515184384e-05,-7.916760864645767e-07
1.4634614672104362e-05,-1.7551769815327134e-06
1.1744111361622345e-05,-2.5580943656677846e-06
7.328064839384751e-06,4.929920009999478e-07
3.313478146083071e-06,4.1864127524604555e-06
-4.715696832136018e-06,4.668163001042558e-06
-7.847074812161736e-06,7.719248060311656e-06
-1.4591581930289976e-05,6.5148728936037514e-06
-1.1941954653593712e-05,4.748454102809774e-06
-7.927366823423654e-06,3.0623282327724155e-06
-2.868986712201149e-06,1.0550343176873866e-06
-3.5113207559334114e-06,2.521168767088966e-07
6.638503009526175e-07,-3.4413037610647734e-06
4.357270427135518e-06,-6.090931492508389e-06
1.1824403372884262e-05,-2.6383863769297022e-06
1.7123658835771494e-05,-2.2369276848621666e-06
1.6160156519617885e-05,-6.733265308866976e-06
1.880978379631415e-05,-4.966846972820349e-06
8.371858712052926e-06,-3.4413037610647734e-06
7.0068977038317826e-06,-9.522596542410611e-07
5.032667331761331e-07,-5.508009621735255e-07
-2.9492784960893914e-06,3.9455367186747026e-06
-6.08065693086246e-06,5.71195550946868e-06
-1.675945895840414e-05,4.1864127524604555e-06
-1.812441951187793e-05,4.668163001042558e-06
-2.2219299353309907e-05,5.230205260886578e-06
-1.3146330275048967e-05,1.2156174307165202e-06
-7.285033007065067e-06,-2.477802809153218e-06
-4.153655027039349e-06,-2.959553512482671e-06
-3.1901536203804426e-06,-2.5580943656677846e-06
2.992311010530102e-06,-2.156635673600249e-06
1.1824403372884262e-05,-5.448597676149802e-06
1.0700318853196222e-05,-6.733265308866976e-06
5.40106293556164e-06,-5.528889232664369e-06
1.214556959894253e-05,-5.207722551858751e-06
7.729524440946989e-06,-4.886555416305782e-06
8.53244182508206e-06,-5.6894728004408535e-06
-9.419849220648757e-07,-2.6383863769297022e-06
-2.2266528958425624e-06,1.7182486544697895e-07
-8.087950845947489e-06,4.909038125333609e-06
-1.3387205399340019e-05,5.551372396439547e-06
-1.4350706805998925e-05,7.317790277738823e-06
-1.5233915291901212e-05,2.419993961666478e-06
-8.007658834685571e-06,5.71195550946868e-06
-3.1901536203804426e-06,3.324079784761125e-07
-4.0733630157774314e-06,2.5002859729283955e-06
4.758729573950404e-06,-7.916760864645767e-07
8.211274689529091e-06,-2.5580943656677846e-06
1.5598114259773865e-05,-1.032551153912209e-06
1.270761185878655e-05,-1.5143018572416622e-06
1.359082216367824e-05,-5.528889232664369e-06
1.5999574316083454e-05,-6.310925186880922e-07
1.0941194886981975e-05,-1.273426732950611e-06
6.364564342220547e-06,4.929920009999478e-07
-1.423735170646978e-06,2.0185348148515914e-06
-2.4675280201336136e-06,1.536784566269489e-06
-1.1219328371225856e-05,5.551372396439547e-06
-1.4671873941551894e-05,7.0769151534477714e-06
-1.5715666449978016e-05,3.6243704926164355e-06
-1.0898161235672887e-05,3.222911345801549e-06
-1.1781370631069876e-05,1.2156174307165202e-06
-7.76678371039452e-06,-4.2442215999471955e-06
2.623911825594405e-07,-2.2963382662055665e-07
5.5616469580854755e-06,4.929920009999478e-07
8.452149813820142e-06,-2.7989699447061867e-06
1.4634614672104362e-05,-4.5653882807528134e-06
1.0620026841934305e-05,-1.915760549309198e-06
1.7203949028044008e-05,-1.4340103007270955e-06
7.488648861908587e-06,-1.835468992794631e-06
6.203980319696711e-06,1.8579517018224578e-06
3.4268319382135815e-07,-3.601887328841258e-06
-7.011097977738245e-07,2.982036221510498e-06
-7.4456165748415515e-06,3.865245616907487e-06
-1.3628081433125772e-05,3.0623282327724155e-06
-1.6036834495025687e-05,5.230205260886578e-06
-1.2423704902175814e-05,4.58787098978064e-06
-9.693785614217632e-06,3.6243704926164355e-06
-6.401823611668078e-06,-1.7551769815327134e-06
-4.6354052756214514e-06,-2.477802809153218e-06
2.623911825594405e-07,-1.835468992794631e-06
6.203980319696711e-06,-2.397511252638651e-06
8.612733836343978e-06,-3.923054464394227e-06
1.3671114174940158e-05,-6.412098628061358e-06
1.1744111361622345e-05,-8.57997565617552e-06
7.5689399636758026e-06,-1.139018695539562e-05
7.0871897150937e-06,-6.652973752352409e-06
3.6346452816360397e-06,5.732840122618654e-07
-2.1463608845806448e-06,1.536784566269489e-06
-9.372618478664663e-06,4.1864127524604555e-06
-1.419012278347509e-05,4.989330136595527e-06
-1.3306914297572803e-05,5.71195550946868e-06
-1.2503996913437732e-05,5.069621238362743e-06
-1.0336118975828867e-05,5.631663498206763e-06
-4.3945301513304e-06,2.982036221510498e-06
-6.803282303735614e-06,3.4637864700926e-06
1.2258921060492867e-06,-3.2004286367737222e-06
4.357270427135518e-06,1.6170765775314067e-06
9.174776096187998e-06,-1.032551153912209e-06
1.1824403372884262e-05,-1.835468992794631e-06
1.4233156434784178e-05,-2.5580943656677846e-06
1.495578089816263e-05,-5.850056368217338e-06
1.824774153647013e-05,-1.6748854250181466e-06
1.1663819350360427e-05,-8.740559678699356e-06
9.014192073664162e-06,-3.923054464394227e-06
3.3937692478502868e-06,-1.273426732950611e-06
-4.6354052756214514e-06,2.7411610972194467e-06
-1.4270414794737007e-05,4.909038125333609e-06
-1.555508242745418e-05,9.485666851105634e-06
